"","FID","name","StudyArea","Area","ExtraTerr","LENGTH","KDEClass","LineDensity","AnimalID","Season","Year"
"863",274,"W022D2015SnowFree 95% ML","RICC",633.766631439,0,1013373.13454997,"% ML",1.59896890161139,"W022D","SnowFree","2015"
"864",275,"W022D2015SnowFree 95% high","RICC",768.019208848,0,1212733.54140804,"high",1.57904063783391,"W022D","SnowFree","2015"
"865",276,"W022F2014Snow 95% low","RICC",492.227377834,0,566476.701926986," low",1.15084354799547,"W022F","Snow","2014"
"866",277,"W022F2014Snow 95% ML","RICC",678.14820968,0,864308.153997661,"% ML",1.27451218134972,"W022F","Snow","2014"
"867",278,"W022F2014Snow 95% high","RICC",893.895562787,0,1100599.36580157,"high",1.23123932103445,"W022F","Snow","2014"
"868",279,"W022F2015SnowFree 95% low","RICC",673.338771949,0,651169.046195504," low",0.967074930663319,"W022F","SnowFree","2015"
"869",280,"W022F2015SnowFree 95% ML","RICC",808.087489479,0,819395.812705297,"% ML",1.01399393428747,"W022F","SnowFree","2015"
"870",281,"W022F2015SnowFree 95% high","RICC",955.214531324,0,1045519.65349213,"high",1.09453910007311,"W022F","SnowFree","2015"
"871",282,"W023D2013Snow 95% low","RICC",200.201133721,0,183844.933552133," low",0.918301161112998,"W023D","Snow","2013"
"872",283,"W023D2013Snow 95% ML","RICC",266.904272454,0,248678.691587127,"% ML",0.931714915241703,"W023D","Snow","2013"
"873",284,"W023D2013Snow 95% high","RICC",342.923696876,0,311482.505069652,"high",0.908314321545072,"W023D","Snow","2013"
"874",285,"W023D2014Snow 95% low","RICC",447.324315552,0,382936.62064432," low",0.856060373493837,"W023D","Snow","2014"
"875",286,"W023D2014Snow 95% ML","RICC",550.497913013,0,471325.013801818,"% ML",0.856179474363761,"W023D","Snow","2014"
"876",287,"W023D2014Snow 95% high","RICC",663.773504979,0,605715.371711137,"high",0.912533216778968,"W023D","Snow","2014"
"877",288,"W023D2014SnowFree 95% low","RICC",266.812171764,0,242788.240478074," low",0.909959387807931,"W023D","SnowFree","2014"
"878",289,"W023D2014SnowFree 95% ML","RICC",317.239918814,0,280899.089136664,"% ML",0.885446857340034,"W023D","SnowFree","2014"
"879",290,"W023D2014SnowFree 95% high","RICC",371.670302176,0,316874.513184026,"high",0.852568825996687,"W023D","SnowFree","2014"
"880",291,"W023D2015SnowFree 95% low","RICC",362.675093794,0,344198.853098131," low",0.949055667146629,"W023D","SnowFree","2015"
"881",292,"W023D2015SnowFree 95% ML","RICC",425.143583043,0,390960.525623143,"% ML",0.919596440395056,"W023D","SnowFree","2015"
"882",293,"W023D2015SnowFree 95% high","RICC",491.973793533,0,447189.081446212,"high",0.908969313659624,"W023D","SnowFree","2015"
"883",294,"W023F2014Snow 95% low","RICC",925.34927094,0,1352982.00992649," low",1.46213116756669,"W023F","Snow","2014"
"884",295,"W023F2014Snow 95% ML","RICC",1472.67660322,0,2142649.65934032,"% ML",1.45493562853883,"W023F","Snow","2014"
"885",296,"W023F2014Snow 95% high","RICC",2145.11156497,0,3016220.850723,"high",1.40609043369974,"W023F","Snow","2014"
"886",297,"W023F2015SnowFree 95% low","RICC",812.338693531,0,1170695.66506581," low",1.44114231463866,"W023F","SnowFree","2015"
"887",298,"W023F2015SnowFree 95% ML","RICC",1027.08869508,0,1410766.51371209,"% ML",1.37355860352665,"W023F","SnowFree","2015"
"888",299,"W023F2015SnowFree 95% high","RICC",1266.40867018,0,1736674.27089322,"high",1.37133795099996,"W023F","SnowFree","2015"
"889",300,"W024D2013Snow 95% low","RICC",211.834302643,0,117802.861339719," low",0.556108523831715,"W024D","Snow","2013"
"890",301,"W024D2013Snow 95% ML","RICC",296.452655593,0,180979.174826383,"% ML",0.610482555686225,"W024D","Snow","2013"
"891",302,"W024D2013Snow 95% high","RICC",394.871485811,0,264267.89035154,"high",0.669250376002152,"W024D","Snow","2013"
"892",303,"W024D2014SnowFree 95% low","RICC",279.216081524,0,160640.247317156," low",0.575325914038902,"W024D","SnowFree","2014"
"893",304,"W024D2014SnowFree 95% ML","RICC",337.094088221,0,204017.803882303,"% ML",0.605225101866953,"W024D","SnowFree","2014"
"894",305,"W024D2014SnowFree 95% high","RICC",400.492276974,0,253977.829093895,"high",0.634164111759845,"W024D","SnowFree","2014"
"895",306,"W024F2014Snow 95% low","RICC",2138.91341932,0,568795.696612944," low",0.265927405698251,"W024F","Snow","2014"
"896",307,"W024F2014Snow 95% ML","RICC",3957.85997262,0,1151668.44891005,"% ML",0.290982616079687,"W024F","Snow","2014"
"897",308,"W024F2014Snow 95% high","RICC",6325.63963463,0,2031880.65385331,"high",0.321213469501121,"W024F","Snow","2014"
"898",309,"W024F2015SnowFree 95% low","RICC",887.461972662,0,369632.951973253," low",0.416505679521698,"W024F","SnowFree","2015"
"899",310,"W024F2015SnowFree 95% ML","RICC",1664.13564406,0,734468.762624031,"% ML",0.441351499948733,"W024F","SnowFree","2015"
"900",311,"W024F2015SnowFree 95% high","RICC",2681.13423992,0,1249437.11470774,"high",0.466010651799746,"W024F","SnowFree","2015"
"901",312,"W025D2013Snow 95% low","RICC",458.803923852,0,286254.241931877," low",0.623914110255553,"W025D","Snow","2013"
"902",313,"W025D2013Snow 95% ML","RICC",701.291020846,0,476026.72059969,"% ML",0.678786276238696,"W025D","Snow","2013"
"903",314,"W025D2013Snow 95% high","RICC",993.798373509,0,696012.407729963,"high",0.700355752517902,"W025D","Snow","2013"
"904",315,"W025D2014SnowFree 95% low","RICC",268.864862648,0,176123.681473413," low",0.655063959413677,"W025D","SnowFree","2014"
"905",316,"W025D2014SnowFree 95% ML","RICC",322.196617928,0,219783.581066331,"% ML",0.682141179754548,"W025D","SnowFree","2014"
"906",317,"W025D2014SnowFree 95% high","RICC",380.316371875,0,265660.995392009,"high",0.698526319238564,"W025D","SnowFree","2014"
"907",318,"W026D2013Snow 95% low","RICC",555.085619995,0,299115.815540861," low",0.538864284654961,"W026D","Snow","2013"
"908",319,"W026D2013Snow 95% ML","RICC",826.556364418,0,437602.934444732,"% ML",0.529429030230576,"W026D","Snow","2013"
"909",320,"W026D2013Snow 95% high","RICC",1150.74969717,0,610287.076285391,"high",0.530338680762853,"W026D","Snow","2013"
"910",321,"W026D2014SnowFree 95% low","RICC",370.889015929,0,172391.795401072," low",0.464806958408479,"W026D","SnowFree","2014"
"911",322,"W026D2014SnowFree 95% ML","RICC",473.907358914,0,238035.388050807,"% ML",0.502282531751113,"W026D","SnowFree","2014"
"912",323,"W026D2014SnowFree 95% high","RICC",589.073459367,0,329875.398937834,"high",0.559990258757044,"W026D","SnowFree","2014"
"913",324,"W027D2013Snow 95% low","RICC",676.38780723,0,317210.613065703," low",0.468977426374332,"W027D","Snow","2013"
"914",325,"W027D2013Snow 95% ML","RICC",1133.83022151,0,575724.569842454,"% ML",0.50776964568445,"W027D","Snow","2013"
"915",326,"W027D2013Snow 95% high","RICC",1706.68449436,0,896410.734036123,"high",0.52523517791276,"W027D","Snow","2013"
"916",327,"W027D2014Snow 95% low","RICC",605.635811654,0,315469.763378437," low",0.520890207131056,"W027D","Snow","2014"
"917",328,"W027D2014Snow 95% ML","RICC",907.540096135,0,489830.063631275,"% ML",0.539733798779081,"W027D","Snow","2014"
"918",329,"W027D2014Snow 95% high","RICC",1269.54145381,0,659700.358065108,"high",0.519636720869013,"W027D","Snow","2014"
"919",330,"W027D2014SnowFree 95% low","RICC",928.602169102,0,312594.385059146," low",0.336628962822087,"W027D","SnowFree","2014"
"920",331,"W027D2014SnowFree 95% ML","RICC",1192.1305257,0,440845.378991877,"% ML",0.369796234127148,"W027D","SnowFree","2014"
"921",332,"W027D2014SnowFree 95% high","RICC",1487.97454567,0,589380.094510036,"high",0.396095548962937,"W027D","SnowFree","2014"
"922",333,"W027D2015SnowFree 95% low","RICC",433.408285039,0,210240.286642636," low",0.485085989123898,"W027D","SnowFree","2015"
"923",334,"W027D2015SnowFree 95% ML","RICC",531.716523552,0,272751.160515258,"% ML",0.512963484176138,"W027D","SnowFree","2015"
"924",335,"W027D2015SnowFree 95% high","RICC",639.796700288,0,332637.696954672,"high",0.519911554412421,"W027D","SnowFree","2015"
"925",336,"W028D2013Snow 95% low","RICC",247.284520334,0,142098.46332359," low",0.57463549732778,"W028D","Snow","2013"
"926",337,"W028D2013Snow 95% ML","RICC",346.751223873,0,224585.60201884,"% ML",0.647685102623015,"W028D","Snow","2013"
"927",338,"W028D2013Snow 95% high","RICC",462.883223156,0,332387.25403682,"high",0.718080149396123,"W028D","Snow","2013"
"928",339,"W028D2014SnowFree 95% low","RICC",229.265820238,0,148719.255573714," low",0.648676088827063,"W028D","SnowFree","2014"
"929",340,"W028D2014SnowFree 95% ML","RICC",278.408935476,0,188725.619529031,"% ML",0.677871991451581,"W028D","SnowFree","2014"
"930",341,"W028D2014SnowFree 95% high","RICC",331.907715757,0,232349.444115295,"high",0.700042310210724,"W028D","SnowFree","2014"
"931",342,"W030D2013Snow 95% low","RICC",197.580756563,0,165319.615934441," low",0.836719217044436,"W030D","Snow","2013"
"932",343,"W030D2013Snow 95% ML","RICC",288.193799719,0,245507.635740503,"% ML",0.851883822552334,"W030D","Snow","2013"
"933",344,"W030D2013Snow 95% high","RICC",395.229035206,0,359708.791462982,"high",0.910127443636565,"W030D","Snow","2013"
"934",345,"W030D2014Snow 95% low","RICC",712.623832276,1,659013.241668671," low",0.924770140740163,"W030D","Snow","2014"
"935",346,"W030D2014Snow 95% ML","RICC",1950.70768293,1,1715351.69240062,"% ML",0.879348406432749,"W030D","Snow","2014"
"936",347,"W030D2014Snow 95% high","RICC",3795.00725125,1,3316147.09445635,"high",0.873818381602322,"W030D","Snow","2014"
"937",348,"W030D2014SnowFree 95% low","RICC",365.24864122,0,357903.135516087," low",0.979889026611084,"W030D","SnowFree","2014"
"938",349,"W030D2014SnowFree 95% ML","RICC",442.86521869,0,440190.317517592,"% ML",0.993960010722178,"W030D","SnowFree","2014"
"939",350,"W030D2014SnowFree 95% high","RICC",527.73191617,0,526421.919926622,"high",0.997517686152307,"W030D","SnowFree","2014"
"940",351,"W030D2015SnowFree 95% low","RICC",175.798443801,0,NA," low",NA,"W030D","SnowFree","2015"
"941",352,"W030D2015SnowFree 95% ML","RICC",210.193935359,0,NA,"% ML",NA,"W030D","SnowFree","2015"
"942",353,"W030D2015SnowFree 95% high","RICC",247.589531337,0,NA,"high",NA,"W030D","SnowFree","2015"
"943",354,"W031D2013Snow 95% low","RICC",191.730339243,0,151907.183936486," low",0.792296016041355,"W031D","Snow","2013"
"944",355,"W031D2013Snow 95% ML","RICC",257.914838278,0,211815.860439103,"% ML",0.821262792995227,"W031D","Snow","2013"
"945",356,"W031D2013Snow 95% high","RICC",333.580815636,0,279822.462504649,"high",0.838844589941851,"W031D","Snow","2013"
"946",357,"W031D2014SnowFree 95% low","RICC",121.766203537,0,102769.899266633," low",0.843993622872584,"W031D","SnowFree","2014"
"947",358,"W031D2014SnowFree 95% ML","RICC",186.727186855,0,153087.393810114,"% ML",0.819845231905042,"W031D","SnowFree","2014"
"948",359,"W031D2014SnowFree 95% high","RICC",265.427049225,0,235884.101584166,"high",0.88869654495616,"W031D","SnowFree","2014"
"949",360,"W032D2013Snow 95% low","RICC",237.144130353,0,239919.148016734," low",1.01170181888796,"W032D","Snow","2013"
"950",361,"W032D2013Snow 95% ML","RICC",332.258852151,0,322974.627853447,"% ML",0.972057255247081,"W032D","Snow","2013"
"951",362,"W032D2013Snow 95% high","RICC",442.894762592,0,426645.012823174,"high",0.963310133374064,"W032D","Snow","2013"
"952",363,"W032D2014Snow 95% low","RICC",393.642422332,0,395604.648951518," low",1.0049847945958,"W032D","Snow","2014"
"953",364,"W032D2014Snow 95% ML","RICC",495.210107685,0,510616.533206198,"% ML",1.03111088663602,"W032D","Snow","2014"
"954",365,"W032D2014Snow 95% high","RICC",608.093087192,0,614010.413516601,"high",1.00973095476537,"W032D","Snow","2014"
"955",366,"W032D2014SnowFree 95% low","RICC",221.841001834,0,245842.175433879," low",1.10819088176422,"W032D","SnowFree","2014"
"956",367,"W032D2014SnowFree 95% ML","RICC",276.908951735,0,292622.643110405,"% ML",1.05674678004069,"W032D","SnowFree","2014"
"957",368,"W032D2014SnowFree 95% high","RICC",338.71085504,0,349119.83302208,"high",1.03073116148241,"W032D","SnowFree","2014"
"958",369,"W032D2015SnowFree 95% low","RICC",243.266800534,0,262418.572793004," low",1.07872743924351,"W032D","SnowFree","2015"
"959",370,"W032D2015SnowFree 95% ML","RICC",278.95331956,0,294585.353024574,"% ML",1.05603816971682,"W032D","SnowFree","2015"
"960",371,"W032D2015SnowFree 95% high","RICC",317.328199147,0,324833.438511441,"high",1.02365134704264,"W032D","SnowFree","2015"
"961",372,"W033D2014Snow 95% low","RICC",361.702091601,0,511046.16327945," low",1.41289247462576,"W033D","Snow","2014"
"962",373,"W033D2014Snow 95% ML","RICC",1459.52610902,0,2700804.29028229,"% ML",1.85046658198923,"W033D","Snow","2014"
"963",374,"W033D2014Snow 95% high","RICC",3304.08905458,0,5093542.78253003,"high",1.54158762018522,"W033D","Snow","2014"
"964",375,"W033D2015SnowFree 95% low","RICC",692.669725136,0,1210594.63714812," low",1.7477227504211,"W033D","SnowFree","2015"
"965",376,"W033D2015SnowFree 95% ML","RICC",941.34747378,0,1684017.05407443,"% ML",1.78894308529052,"W033D","SnowFree","2015"
"966",377,"W033D2015SnowFree 95% high","RICC",1227.05595999,0,2067614.12095963,"high",1.68502023410284,"W033D","SnowFree","2015"
"967",0,"1400032013Snow 95% low","SK",680.658624328,0,NA," low",NA,"140003","Snow","2013"
"968",1,"1400032013Snow 95% ML","SK",1664.54701967,0,1648.51730013684,"% ML",0.000990369920859104,"140003","Snow","2013"
"969",2,"1400032013Snow 95% high","SK",3079.43050997,0,50905.3519345803,"high",0.0165307681955376,"140003","Snow","2013"
"970",3,"1400032014SnowFree 95% low","SK",20702.5947571,1,167775.342907063," low",0.00810407317901658,"140003","SnowFree","2014"
"971",4,"1400032014SnowFree 95% ML","SK",361296.913094,1,4849864.56009022,"% ML",0.0134234873986549,"140003","SnowFree","2014"
"972",5,"1400032014SnowFree 95% high","SK",1177060.76778,1,35424504.6279652,"high",0.0300957313315078,"140003","SnowFree","2014"
"973",6,"1400042013Snow 95% low","SK",257.885678018,0,NA," low",NA,"140004","Snow","2013"
"974",7,"1400042013Snow 95% ML","SK",372.327807117,0,NA,"% ML",NA,"140004","Snow","2013"
"975",8,"1400042013Snow 95% high","SK",507.421406902,0,6533.87945578534,"high",0.012876633439013,"140004","Snow","2013"
"976",9,"1400042014Snow 95% low","SK",704.06657244,0,9894.04770744586," low",0.0140527161702298,"140004","Snow","2014"
"977",10,"1400042014Snow 95% ML","SK",921.074742579,0,13276.4674736957,"% ML",0.0144141043717275,"140004","Snow","2014"
"978",11,"1400042014Snow 95% high","SK",1166.74558577,0,34278.7867708371,"high",0.0293798298351518,"140004","Snow","2014"
"979",12,"1400042014SnowFree 95% low","SK",281.776580289,0,1634.97370326101," low",0.005802376129287,"140004","SnowFree","2014"
"980",13,"1400042014SnowFree 95% ML","SK",331.710815459,0,2378.28738778936,"% ML",0.00716976136125812,"140004","SnowFree","2014"
"981",14,"1400042014SnowFree 95% high","SK",385.506774538,0,4639.83135797451,"high",0.0120356675016541,"140004","SnowFree","2014"
"982",15,"1400042015Snow 95% low","SK",1789.65888695,0,175182.857922961," low",0.0978861721640784,"140004","Snow","2015"
"983",16,"1400042015Snow 95% ML","SK",3725.11914748,0,268035.219979712,"% ML",0.0719534622566463,"140004","Snow","2015"
"984",17,"1400042015Snow 95% high","SK",6356.67737062,0,313775.861214466,"high",0.0493616150262259,"140004","Snow","2015"
"985",18,"1400042015SnowFree 95% low","SK",565.483194958,0,10341.0283825236," low",0.0182870657779524,"140004","SnowFree","2015"
"986",19,"1400042015SnowFree 95% ML","SK",720.709434067,0,28371.2228653585,"% ML",0.0393656882014964,"140004","SnowFree","2015"
"987",20,"1400042015SnowFree 95% high","SK",894.324884503,0,47543.5609485433,"high",0.0531613978011632,"140004","SnowFree","2015"
"988",21,"1400052013Snow 95% low","SK",1017.59791171,0,52583.3627600153," low",0.0516740081272894,"140005","Snow","2013"
"989",22,"1400052013Snow 95% ML","SK",2387.69877737,0,154861.764407357,"% ML",0.0648581663127263,"140005","Snow","2013"
"990",23,"1400052013Snow 95% high","SK",4331.16298002,0,194157.281300582,"high",0.044827978581329,"140005","Snow","2013"
"991",24,"1400052014Snow 95% low","SK",426.198845374,0,22460.7544927802," low",0.0527001767756323,"140005","Snow","2014"
"992",25,"1400052014Snow 95% ML","SK",540.406662835,0,25863.0973342472,"% ML",0.0478585833834249,"140005","Snow","2014"
"993",26,"1400052014Snow 95% high","SK",666.469536807,0,31180.0946653404,"high",0.0467839757758796,"140005","Snow","2014"
"994",27,"1400052014SnowFree 95% low","SK",1233.15004668,0,55774.3846882388," low",0.0452291956184892,"140005","SnowFree","2014"
"995",28,"1400052014SnowFree 95% ML","SK",1707.94957764,0,67567.5419784856,"% ML",0.0395606186874959,"140005","SnowFree","2014"
"996",29,"1400052014SnowFree 95% high","SK",2257.52524721,0,89253.6502554094,"high",0.0395360585073035,"140005","SnowFree","2014"
"997",30,"1400052015Snow 95% low","SK",186.645888916,0,2966.68621329242," low",0.0158947310895638,"140005","Snow","2015"
"998",31,"1400052015Snow 95% ML","SK",565.418730534,0,18440.1630336149,"% ML",0.0326132864685954,"140005","Snow","2015"
"999",32,"1400052015Snow 95% high","SK",1149.4368058,0,31770.5731150022,"high",0.0276401216271216,"140005","Snow","2015"
"1000",33,"1400052015SnowFree 95% low","SK",475.112890498,0,20652.3711089416," low",0.0434683451490747,"140005","SnowFree","2015"
"1001",34,"1400052015SnowFree 95% ML","SK",576.565602365,0,29673.1118003414,"% ML",0.051465282837939,"140005","SnowFree","2015"
"1002",35,"1400052015SnowFree 95% high","SK",687.530771098,0,38689.877126792,"high",0.0562736662171549,"140005","SnowFree","2015"
"1003",36,"1400062013Snow 95% low","SK",233.24516182,0,15463.6400279461," low",0.066297795449578,"140006","Snow","2013"
"1004",37,"1400062013Snow 95% ML","SK",385.514710446,0,18658.1572430348,"% ML",0.048398042247076,"140006","Snow","2013"
"1005",38,"1400062013Snow 95% high","SK",575.129774479,0,22253.2833778167,"high",0.0386926296729735,"140006","Snow","2013"
"1006",39,"1400062014Snow 95% low","SK",526.545082643,0,39742.8099456343," low",0.0754784561772845,"140006","Snow","2014"
"1007",40,"1400062014Snow 95% ML","SK",1885.83502667,0,96855.7382527372,"% ML",0.051359602978509,"140006","Snow","2014"
"1008",41,"1400062014Snow 95% high","SK",4090.14165556,0,149037.512601974,"high",0.0364382276098867,"140006","Snow","2014"
"1009",42,"1400062014SnowFree 95% low","SK",638.385596499,0,20450.6912509533," low",0.032035013576603,"140006","SnowFree","2014"
"1010",43,"1400062014SnowFree 95% ML","SK",857.036955989,0,38232.6606933548,"% ML",0.0446102824693659,"140006","SnowFree","2014"
"1011",44,"1400062014SnowFree 95% high","SK",1107.04404039,0,55489.4499443565,"high",0.0501239769330298,"140006","SnowFree","2014"
"1012",45,"1400072013Snow 95% low","SK",1074.89383729,0,9724.93680491257," low",0.00904734632159663,"140007","Snow","2013"
"1013",46,"1400072013Snow 95% ML","SK",1790.99287134,0,19768.008047851,"% ML",0.0110374576941006,"140007","Snow","2013"
"1014",47,"1400072013Snow 95% high","SK",2686.90006793,0,42019.9055966727,"high",0.0156388047691871,"140007","Snow","2013"
"1015",48,"1400072014Snow 95% low","SK",2376.92792176,0,60149.8169340879," low",0.0253056966445789,"140007","Snow","2014"
"1016",49,"1400072014Snow 95% ML","SK",4954.82457316,0,117105.232076522,"% ML",0.0236345869258166,"140007","Snow","2014"
"1017",50,"1400072014Snow 95% high","SK",8456.0437896,0,203188.425584045,"high",0.0240287811463257,"140007","Snow","2014"
"1018",51,"1400072014SnowFree 95% low","SK",3056.30454123,0,31912.2237745969," low",0.0104414410750291,"140007","SnowFree","2014"
"1019",52,"1400072014SnowFree 95% ML","SK",4859.89034497,0,59495.556916064,"% ML",0.0122421603560751,"140007","SnowFree","2014"
"1020",53,"1400072014SnowFree 95% high","SK",7072.58260706,0,130503.694652555,"high",0.018452056611157,"140007","SnowFree","2014"
"1021",54,"1400072015SnowFree 95% low","SK",573.637506756,0,NA," low",NA,"140007","SnowFree","2015"
"1022",55,"1400072015SnowFree 95% ML","SK",1592.52372845,0,NA,"% ML",NA,"140007","SnowFree","2015"
"1023",56,"1400072015SnowFree 95% high","SK",3119.40489103,0,NA,"high",NA,"140007","SnowFree","2015"
"1024",57,"1400082013Snow 95% low","SK",902.086210141,0,51982.3744543264," low",0.0576246193212524,"140008","Snow","2013"
"1025",58,"1400082013Snow 95% ML","SK",2343.50671068,0,98870.0749867217,"% ML",0.0421889446853912,"140008","Snow","2013"
"1026",59,"1400082013Snow 95% high","SK",4457.55563801,0,165370.54357092,"high",0.03709892977236,"140008","Snow","2013"
"1027",60,"1400082014Snow 95% low","SK",1321.64828905,0,NA," low",NA,"140008","Snow","2014"
"1028",61,"1400082014Snow 95% ML","SK",1827.83644389,0,12988.3427657537,"% ML",0.0071058561115632,"140008","Snow","2014"
"1029",62,"1400082014Snow 95% high","SK",2413.05274282,0,21846.2770003997,"high",0.00905337733101897,"140008","Snow","2014"
"1030",63,"1400082014SnowFree 95% low","SK",4324.8623502,0,160136.344328229," low",0.0370269227923112,"140008","SnowFree","2014"
"1031",64,"1400082014SnowFree 95% ML","SK",6690.92517801,0,230687.330335768,"% ML",0.0344776431059087,"140008","SnowFree","2014"
"1032",65,"1400082014SnowFree 95% high","SK",9568.51789678,0,293845.97606681,"high",0.030709664677086,"140008","SnowFree","2014"
"1033",66,"1400082015SnowFree 95% low","SK",1307.28021478,0,NA," low",NA,"140008","SnowFree","2015"
"1034",67,"1400082015SnowFree 95% ML","SK",1893.63423502,0,NA,"% ML",NA,"140008","SnowFree","2015"
"1035",68,"1400082015SnowFree 95% high","SK",2584.90355821,0,NA,"high",NA,"140008","SnowFree","2015"
"1036",69,"1400092013Snow 95% low","SK",285.011461642,0,NA," low",NA,"140009","Snow","2013"
"1037",70,"1400092013Snow 95% ML","SK",421.673043734,0,7010.30717344571,"% ML",0.0166249829758336,"140009","Snow","2013"
"1038",71,"1400092013Snow 95% high","SK",584.566876129,0,11374.5825948369,"high",0.0194581373993672,"140009","Snow","2013"
"1039",72,"1400092014Snow 95% low","SK",6398.65339374,1,363617.542342287," low",0.0568271978441629,"140009","Snow","2014"
"1040",73,"1400092014Snow 95% ML","SK",20818.7763927,1,640966.286038499,"% ML",0.030787894252193,"140009","Snow","2014"
"1041",74,"1400092014Snow 95% high","SK",43542.2715275,1,884170.904358104,"high",0.0203060353385488,"140009","Snow","2014"
"1042",75,"1400092014SnowFree 95% low","SK",268.338459814,0,3106.92568619684," low",0.0115783838378979,"140009","SnowFree","2014"
"1043",76,"1400092014SnowFree 95% ML","SK",359.568494738,0,4680.81398568689,"% ML",0.0130178646188053,"140009","SnowFree","2014"
"1044",77,"1400092014SnowFree 95% high","SK",463.85448317,0,8538.15073103743,"high",0.0184069595979484,"140009","SnowFree","2014"
"1045",78,"1400092015Snow 95% low","SK",5446.3974937,1,281775.548034464," low",0.0517361335378848,"140009","Snow","2015"
"1046",79,"1400092015Snow 95% ML","SK",13259.8583453,1,424008.08805423,"% ML",0.0319768188326477,"140009","Snow","2015"
"1047",80,"1400092015Snow 95% high","SK",24473.6931246,1,633311.864108264,"high",0.0258772495382678,"140009","Snow","2015"
"1048",81,"1400092015SnowFree 95% low","SK",42088.2451715,1,890049.600289794," low",0.0211472252326759,"140009","SnowFree","2015"
"1049",82,"1400092015SnowFree 95% ML","SK",243296.412797,1,5760133.08835355,"% ML",0.0236753720374811,"140009","SnowFree","2015"
"1050",83,"1400092015SnowFree 95% high","SK",617193.87826,1,16161002.6480922,"high",0.0261846450804948,"140009","SnowFree","2015"
"1051",84,"1400092016SnowFree 95% low","SK",234.734984188,0,NA," low",NA,"140009","SnowFree","2016"
"1052",85,"1400092016SnowFree 95% ML","SK",366.184060737,0,NA,"% ML",NA,"140009","SnowFree","2016"
"1053",86,"1400092016SnowFree 95% high","SK",526.651505992,0,NA,"high",NA,"140009","SnowFree","2016"
"1054",87,"1400102013Snow 95% low","SK",1159.36404731,0,NA," low",NA,"140010","Snow","2013"
"1055",88,"1400102013Snow 95% ML","SK",2059.98884122,0,NA,"% ML",NA,"140010","Snow","2013"
"1056",89,"1400102013Snow 95% high","SK",3213.73167738,0,28641.8735838888,"high",0.00891234130885474,"140010","Snow","2013"
"1057",90,"1400102014Snow 95% low","SK",1172.90520851,0,44359.9220955232," low",0.037820551715237,"140010","Snow","2014"
"1058",91,"1400102014Snow 95% ML","SK",1661.31621455,0,66156.9801322133,"% ML",0.0398220275904146,"140010","Snow","2014"
"1059",92,"1400102014Snow 95% high","SK",2235.75855612,0,91884.6756894177,"high",0.0410977631899918,"140010","Snow","2014"
"1060",93,"1400102014SnowFree 95% low","SK",1804.4403411,0,56618.4471111238," low",0.0313772895792215,"140010","SnowFree","2014"
"1061",94,"1400102014SnowFree 95% ML","SK",2379.61880159,0,62688.6984349353,"% ML",0.0263440087097347,"140010","SnowFree","2014"
"1062",95,"1400102014SnowFree 95% high","SK",3032.91339539,0,71908.3014561181,"high",0.0237093157903612,"140010","SnowFree","2014"
"1063",96,"1400102015SnowFree 95% low","SK",518.913158094,0,31295.4086420183," low",0.060309529935545,"140010","SnowFree","2015"
"1064",97,"1400102015SnowFree 95% ML","SK",623.417242742,0,34138.9846988531,"% ML",0.0547610530448248,"140010","SnowFree","2015"
"1065",98,"1400102015SnowFree 95% high","SK",737.554112255,0,39700.5703518848,"high",0.053827332384473,"140010","SnowFree","2015"
"1066",99,"1400112013Snow 95% low","SK",173.395582912,0,14718.7662370603," low",0.0848854739542602,"140011","Snow","2013"
"1067",100,"1400112013Snow 95% ML","SK",480.459972532,0,24598.2244552111,"% ML",0.0511972398565893,"140011","Snow","2013"
"1068",101,"1400112013Snow 95% high","SK",940.102986649,0,32744.8170139172,"high",0.0348310956128713,"140011","Snow","2013"
"1069",102,"1400122013Snow 95% low","SK",208.791822026,0,NA," low",NA,"140012","Snow","2013"
"1070",103,"1400122013Snow 95% ML","SK",304.665305833,0,3838.90731921071,"% ML",0.0126004085326177,"140012","Snow","2013"
"1071",104,"1400122013Snow 95% high","SK",418.602069276,0,7142.01448298866,"high",0.0170615842758285,"140012","Snow","2013"
"1072",105,"1400142014Snow 95% low","SK",618.675720079,0,31657.0245994012," low",0.0511690107951203,"140014","Snow","2014"
"1073",106,"1400142014Snow 95% ML","SK",1802.72712106,0,66224.5722711096,"% ML",0.0367357718744308,"140014","Snow","2014"
"1074",107,"1400142014Snow 95% high","SK",3607.1548209,0,143728.78438323,"high",0.0398454714365072,"140014","Snow","2014"
"1075",108,"1400152013Snow 95% low","SK",727.680491964,0,NA," low",NA,"140015","Snow","2013"
"1076",109,"1400152013Snow 95% ML","SK",1912.49281082,0,43922.960580237,"% ML",0.0229663402297469,"140015","Snow","2013"
"1077",110,"1400152013Snow 95% high","SK",3656.73913764,0,130190.532506873,"high",0.0356029040099633,"140015","Snow","2013"
"1078",111,"1400152014Snow 95% low","SK",6241.25482652,0,284907.240707115," low",0.0456490319056519,"140015","Snow","2014"
"1079",112,"1400152014Snow 95% ML","SK",13699.2909946,0,389258.926409424,"% ML",0.0284145308368778,"140015","Snow","2014"
"1080",113,"1400152014Snow 95% high","SK",24016.9648689,0,535450.681285764,"high",0.022294685619461,"140015","Snow","2014"
"1081",114,"1400152014SnowFree 95% low","SK",1179.04070778,0,46653.0974539466," low",0.0395686910096506,"140015","SnowFree","2014"
